Keyword,Score,NScore
technique,6.8020518915042505,1.0
learn,6.6423752275826695,0.9656947570839831
cover,6.025103020370556,0.8330788037339241
include,5.911913054353957,0.8087608527917494
focus,5.882561786781264,0.8024549697701155
project,5.798278615453088,0.7843474104365531
art,5.514753824635024,0.7234343967071122
concept,5.407529927328724,0.7003982074910027
develop,5.354264819126295,0.6889546287553545
apply,5.2288713564014575,0.6620148550075222
explore,4.821730546565291,0.5745439369695997
topic,4.567962287475265,0.5200238739957547
analysis,4.556970416183586,0.5176623591350245
application,4.512012757393689,0.5080035688782324
management,4.46429331941512,0.49775143264576094
skill,4.424259167930331,0.4891504182088814
advanced,4.331502769929728,0.46922245448972355
study,4.310836095687694,0.4647823862748255
design,4.2912058997703655,0.4605649970653184
business,4.217881806367077,0.4448119072022195
practical,3.992553803225916,0.3964020037529916
theory,3.95722903538292,0.38881276239458606
fundamental,3.8986653063555,0.37623081772582656
provide,3.867763310092063,0.36959177315681135
introduce,3.748620433044032,0.3439948873097153
principle,3.616982835580648,0.31571361159318334
problem,3.4989524411878934,0.29035573366867173
work,3.315278413552801,0.250894850777985
basic,3.2692225062953493,0.24100011069899419
artistic,3.1642419320495296,0.21844588134250864
real,3.0526526128566864,0.1944718164558359
system,3.052454151476817,0.19442917862962716
space,3.052302609102767,0.19439662097325972
tool,3.005727961948599,0.18439043381283549
create,2.864631936026734,0.15407709105592937
field,2.8468077677953465,0.15024771232307954
use,2.7446956488592376,0.1283097474461783
educational,2.7357527089151774,0.1263884289539845
process,2.717450860555188,0.12245642449959604
creation,2.63333113571842,0.10438398032596885
programming,2.564408954164334,0.08957660570749659
learning,2.542924613192944,0.08496086839301942
complex,2.5355457282826315,0.08337557450547983
production,2.5248848337341654,0.08108516732759197
different,2.504293487083974,0.07666128263803185
decision,2.4828270670446853,0.07204939549122424
development,2.451485782649763,0.06531597341149065
area,2.433471047922793,0.06144565300462246
structure,2.4316774567955566,0.06106031442226045
solve,2.4311909598578194,0.0609557944804161
plan,2.390342989879488,0.05217993770637297
teaching,2.383285085797768,0.05066360396007008
practice,2.3755221656801497,0.048995803206772104
teach,2.3630092151392974,0.046307496741959775
presentation,2.3594636675069087,0.045545764439867464
critical,2.340667781810961,0.041507620049915595
mathematic,2.32849739643786,0.03889291094745828
address,2.2971641714907847,0.032161220375068134
strategy,2.2946899430111065,0.03162965234915566
planning,2.294194959870861,0.03152330921517216
social,2.276870790215487,0.027801351142214326
environment,2.257088930186228,0.02355137812193847
allow,2.2003650817336173,0.011364716949872677
hand,2.1942066016031387,0.010041617182624973
knowledge,2.191347090377161,0.009427274267266805
science,2.1861316364566417,0.008306776072561473
current,2.1850726675839014,0.008079265154386839
control,2.147467042404432,0.0
