Keyword,Score,NScore
technique,7.1076569196894575,1.0
learn,7.002078327121961,0.9783493863904198
cover,6.329767552008553,0.8404810888164393
include,6.21127943328983,0.8161831661663994
focus,6.169754370011203,0.8076677741887677
project,6.008250323192934,0.7745487333963792
art,5.678471285289624,0.7069221591775663
concept,5.655449046592883,0.7022010733747603
develop,5.5885346560959785,0.6884791854584873
apply,5.45929140657254,0.6619757476968064
explore,5.066318277705129,0.5813901937018828
topic,4.776258510192583,0.5219087041557521
analysis,4.75629635459869,0.5178151383384071
application,4.708916352725307,0.5080990956403952
management,4.650200401611384,0.4960584315306342
skill,4.605961700561921,0.4869865638373865
study,4.52530698333112,0.47044699766124476
design,4.500638822472712,0.46538838865522936
advanced,4.495211977963769,0.4642755256142935
business,4.377856588967824,0.4402098876817855
practical,4.173627342373196,0.3983293473348478
theory,4.140245470994612,0.3914838497656282
fundamental,4.0749316739388135,0.37809018965857955
provide,4.021101829777511,0.3670515015281691
introduce,3.9126388386703126,0.3448093949202409
principle,3.7920262408111447,0.3200758131477137
problem,3.626828172157152,0.28619925288584125
work,3.449318733969515,0.2497980453607721
basic,3.40087473169887,0.2398638120151929
artistic,3.21860519978429,0.2024864695794264
system,3.164194378408672,0.19132864258878657
space,3.148572760809546,0.18812517493146708
real,3.1442182432995747,0.18723221004368196
tool,3.131563004748996,0.18463704682609616
create,2.984453489840747,0.15446983974256667
field,2.938967541100169,0.14514220355327168
use,2.83318971961815,0.12345073480304902
process,2.832693964811742,0.12334907218852076
educational,2.810957255935058,0.11889160525712417
creation,2.717409433626931,0.09970809744974274
learning,2.629570011783999,0.08169519032754924
programming,2.616546842430044,0.07902457689353937
different,2.6101395978646025,0.07771066681939465
complex,2.607111483881393,0.07708970262370018
production,2.590191786508788,0.07362004252218757
decision,2.550498958356316,0.06548038026204483
development,2.540851441644083,0.06350199949801838
structure,2.528348396912972,0.0609380461071497
area,2.519103979541607,0.05904232744216409
solve,2.497880096862295,0.0546900238926441
plan,2.4748658877406635,0.04997058468526905
practice,2.465299631092288,0.048008867623624774
teaching,2.455032467521958,0.045903418157764
teach,2.4397169400843954,0.04276271928393116
presentation,2.433860688191581,0.041561799250349196
mathematic,2.4143727198745304,0.03756547327358012
critical,2.408251385541221,0.036310193759025
address,2.3973709465746427,0.03407898216357391
strategy,2.380300576019218,0.030578424066708076
planning,2.3591803676517373,0.026247380626951866
environment,2.355520817155208,0.025496930068194368
social,2.329279897977835,0.02011580129906143
allow,2.2756486850142634,0.00911784573770974
knowledge,2.261786563060648,0.006275191380153977
hand,2.2602631368435744,0.005962787969704231
improve,2.2446834620047564,0.0027679213599556274
current,2.240261039417454,0.00186103142774946
science,2.231185773357617,0.0
